ID_Uzorka;Dubina_Busenja_cm;Temp_Tla_C;pH_Vrijednost;H2O_Postotak;Metan_Senzor;Organske_Molekule
4948;2.2;-59.5;7.43;0.6;Negativno;Ne
4949;1.7;-52.1;4.9;0.3;Negativno;Ne
4950;1.7;-50.2;4.8;0.59;Negativno;Ne
4951;0.4;-79.0;9.78;0.6;Negativno;Ne
4952;10.1;-47.7;7.12;0.39;Negativno;Ne
4953;1.6;-53.1;7.94;0.85;Negativno;Ne
4954;15.5;-51.8;5.96;0.17;Negativno;Ne
4955;3.8;-48.2;8.39;0.25;Negativno;Ne
4956;4.1;-77.3;6.42;0.39;Negativno;Ne
4957;4.8;-69.9;4.22;0.03;Negativno;Ne
4958;4.5;-62.4;6.95;0.37;Negativno;Ne
4959;13.6;-55.9;7.81;0.61;Negativno;Ne
4960;13.8;-49.7;5.5;0.08;Negativno;Ne
4961;8.8;-54.6;8.7;1.48;Negativno;Ne
4962;4.2;-62.1;6.58;0.51;Negativno;Ne
4963;12.0;-76.0;3.19;0.87;Negativno;Ne
4964;8.9;-74.0;6.53;0.5;Negativno;Ne
4965;0.3;-60.4;11.36;0.0;Negativno;Ne
4966;6.9;-48.7;2.59;0.66;Negativno;Ne
4967;2.2;-50.3;10.69;1.47;Negativno;Ne
4968;0.6;-53.2;6.05;0.07;Negativno;Ne
4969;7.0;-62.0;5.53;0.02;Negativno;Ne
4970;16.4;-69.3;6.47;0.82;Negativno;Ne
4971;4.6;-49.3;7.82;0.09;Negativno;Ne
4972;8.5;-68.5;8.85;0.17;Negativno;Ne
4973;8.2;-57.5;6.89;0.67;Negativno;Ne
4974;6.0;-79.7;8.49;0.11;Negativno;Ne
4975;1.9;-69.6;8.92;0.37;Negativno;Ne
4976;1.3;-53.4;4.96;0.07;Negativno;Ne
4977;7.1;-75.3;5.89;0.52;Negativno;Ne
4978;7.2;-56.4;12.16;1.23;Negativno;Ne
4979;13.3;-52.1;9.62;0.42;Negativno;Ne
4980;3.1;-46.1;8.41;0.09;Negativno;Ne
4981;1.7;-52.1;9.24;0.51;Negativno;Ne
4982;6.2;-63.7;10.47;0.04;Negativno;Ne
4983;19.9;-59.3;7.75;1.04;Negativno;Ne
4984;0.7;-59.7;6.61;1.45;Negativno;Ne
4985;1.7;-44.8;10.21;0.54;Negativno;Ne
4986;7.6;-47.2;10.21;0.5;Negativno;Ne
4987;2.0;-62.6;6.51;0.1;Negativno;Ne
4988;4.3;-55.0;9.1;0.64;Negativno;Ne
4989;3.9;-53.2;5.68;0.21;Negativno;Ne
4990;2.9;-47.0;9.15;0.31;Negativno;Ne
4991;0.6;-67.4;8.71;1.11;Negativno;Ne
4992;8.8;-54.9;6.0;0.36;Negativno;Ne
4993;0.8;-46.2;9.25;0.34;Negativno;Ne
4994;9.7;-59.7;8.34;1.54;Negativno;Ne
4995;17.1;-74.1;5.99;0.61;Negativno;Ne
4996;16.3;-58.6;8.3;0.56;Negativno;Ne
4997;0.4;-59.2;6.94;0.45;Negativno;Ne
4998;1.2;-61.7;9.39;0.74;Negativno;Ne
4999;1.0;-49.8;7.39;0.23;Negativno;Ne
5000;7.9;-59.0;10.63;0.76;Negativno;Ne
5001;11.5;-58.4;5.55;0.13;Negativno;Ne
5002;1.3;-59.6;6.43;0.25;Negativno;Ne
5003;5.0;-65.2;6.06;0.15;Negativno;Ne
5004;1.1;-66.9;6.03;0.09;Negativno;Ne
5005;6.7;-79.8;6.24;0.4;Negativno;Ne
5006;2.3;-55.7;6.66;0.44;Negativno;Ne
5007;4.6;-48.2;6.15;1.51;Negativno;Ne
5008;3.5;-43.9;6.13;1.3;Negativno;Ne
5009;9.6;-53.7;5.24;1.44;Negativno;Ne
5010;0.7;-54.8;6.84;1.52;Negativno;Ne
5011;0.1;-68.7;4.45;0.5;Negativno;Ne
5012;20.3;-73.0;8.63;0.17;Negativno;Ne
5013;2.7;-59.6;7.71;0.44;Negativno;Ne
5014;12.6;-54.2;6.73;0.2;Pozitivno;Ne
5015;1.7;-66.5;11.38;0.54;Negativno;Ne
5016;13.5;-70.1;9.32;0.07;Negativno;Ne
5017;2.6;-70.6;8.83;0.56;Negativno;Ne
5018;2.5;-70.7;7.71;0.2;Negativno;Ne
5019;6.3;-62.0;7.33;1.07;Negativno;Ne
5020;0.0;-66.7;6.23;0.01;Negativno;Ne
5021;1.4;-55.6;4.69;0.79;Negativno;Ne
5022;0.7;-66.5;6.27;0.66;Negativno;Ne
5023;12.4;-37.3;7.85;0.95;Negativno;Ne
5024;8.2;-39.3;9.04;0.87;Negativno;Ne
5025;9.3;-69.2;10.74;0.51;Negativno;Ne
5026;4.1;-49.7;6.46;0.97;Negativno;Ne
5027;3.7;-66.0;10.22;0.91;Negativno;Ne
5028;8.3;-53.2;9.83;0.85;Negativno;Ne
5029;0.3;-46.4;8.87;0.41;Negativno;Ne
5030;1.4;-49.2;8.09;0.3;Negativno;Ne
5031;26.5;-63.7;7.29;0.01;Negativno;Ne
5032;0.4;-36.2;6.0;0.05;Negativno;Ne
5033;2.1;-54.4;6.52;0.73;Negativno;Ne
5034;5.5;-77.1;5.88;0.1;Negativno;Ne
5035;1.4;-63.9;7.74;1.34;Negativno;Ne
5036;3.6;-56.2;8.86;0.46;Negativno;Ne
5037;4.1;-57.2;6.37;0.06;Negativno;Ne
5038;1.2;-59.5;8.7;0.36;Negativno;Ne
5039;16.9;-50.7;7.76;0.68;Negativno;Ne
5040;2.1;-58.9;8.84;0.17;Pozitivno;Ne
5041;5.5;-63.6;5.61;0.25;Negativno;Ne
5042;1.6;-83.3;5.61;0.28;Negativno;Ne
5043;3.5;-60.6;6.22;0.17;Negativno;Ne
5044;14.2;-43.5;6.99;0.14;Negativno;Ne
5045;9.2;-47.1;4.39;0.08;Negativno;Ne
5046;1.0;-50.9;9.26;0.99;Negativno;Ne
5047;2.6;-63.4;9.52;0.02;Negativno;Ne
5048;4.2;-85.6;6.23;0.5;Negativno;Ne
5049;0.2;-64.1;5.12;0.85;Negativno;Ne
5050;15.5;-42.5;7.37;0.05;Negativno;Ne
5051;1.4;-61.0;5.05;0.38;Negativno;Ne
5052;8.4;-61.4;10.74;0.3;Negativno;Ne
5053;2.4;-60.7;6.01;0.08;Negativno;Ne
5054;2.6;-60.3;7.66;0.69;Negativno;Ne
5055;7.0;-59.8;2.73;0.59;Negativno;Ne
5056;14.3;-74.2;5.89;1.67;Negativno;Ne
5057;4.7;-55.6;6.45;1.95;Negativno;Ne
5058;1.0;-57.6;2.41;0.22;Negativno;Ne
5059;4.6;-57.4;7.57;1.27;Negativno;Ne
5060;2.4;-54.0;4.67;0.55;Negativno;Ne
5061;2.5;-63.6;2.48;0.03;Negativno;Ne
5062;17.4;-64.3;9.17;0.01;Negativno;Ne
5063;8.7;-69.5;6.19;1.34;Negativno;Ne
5064;6.2;-65.7;6.75;0.06;Negativno;Ne
5065;7.1;-67.9;7.19;0.57;Negativno;Ne
5066;5.2;-52.9;8.61;0.34;Negativno;Ne
5067;3.9;-47.7;7.67;0.78;Negativno;Ne
5068;2.6;-61.2;9.82;0.44;Negativno;Ne
5069;6.1;-62.8;5.55;1.05;Negativno;Ne
5070;20.0;-52.3;4.38;0.1;Negativno;Ne
5071;1.6;-55.0;11.89;0.27;Negativno;Ne
5072;0.8;-53.6;8.97;0.05;Negativno;Ne
5073;2.0;-51.9;9.21;0.44;Negativno;Ne
5074;4.8;-54.6;4.2;0.26;Negativno;Ne
5075;1.4;-68.3;9.08;0.89;Negativno;Ne
5076;11.0;-74.6;7.6;0.35;Negativno;Ne
5077;1.7;-77.9;8.65;1.17;Negativno;Ne
5078;1.4;-52.9;5.21;0.84;Negativno;Ne
5079;0.8;-53.8;3.48;0.61;Negativno;Ne
5080;2.5;-56.2;7.83;0.01;Negativno;Ne
5081;5.6;-57.1;5.14;0.13;Negativno;Ne
5082;0.2;-54.9;6.02;0.58;Negativno;Ne
5083;3.5;-70.4;6.36;0.38;Negativno;Ne
5084;0.3;-63.5;5.61;0.09;Negativno;Ne
5085;5.4;-70.4;5.02;0.77;Negativno;Ne
5086;0.5;-43.0;6.38;1.7;Negativno;Ne
5087;7.4;-50.5;3.19;0.32;Negativno;Ne
5088;7.0;-63.0;9.78;0.03;Negativno;Ne
5089;4.3;-70.6;8.21;0.27;Negativno;Ne
5090;11.7;-58.3;5.99;0.66;Negativno;Ne
5091;1.5;-51.4;6.64;0.03;Negativno;Ne
5092;2.4;-60.0;11.48;0.81;Negativno;Ne
5093;3.3;-50.8;7.57;0.65;Negativno;Ne
5094;8.2;-54.8;7.51;0.48;Negativno;Ne
5095;4.2;-62.9;6.0;0.64;Negativno;Ne
5096;0.9;-52.7;7.55;0.76;Negativno;Ne
5097;1.2;-52.7;3.37;0.62;Negativno;Ne
5098;0.6;-65.0;6.24;0.82;Negativno;Ne
5099;5.5;-67.3;5.48;1.18;Negativno;Ne
5100;11.6;-59.4;5.57;1.43;Negativno;Ne
5101;5.3;-54.6;9.28;0.93;Negativno;Ne
5102;8.6;-56.7;7.19;2.09;Negativno;Ne
5103;7.5;-39.4;9.78;0.13;Negativno;Ne
5104;1.2;-63.5;10.74;1.63;Negativno;Ne
5105;3.0;-57.8;4.49;0.21;Negativno;Ne
5106;13.8;-62.8;6.09;0.02;Negativno;Ne
5107;2.1;-48.3;9.66;0.54;Negativno;Ne
5108;4.7;-69.0;4.11;0.35;Negativno;Ne
5109;5.9;-65.6;6.78;0.11;Negativno;Ne
5110;1.3;-38.5;6.21;0.79;Negativno;Ne
5111;6.3;-35.6;5.97;0.02;Negativno;Ne
5112;6.9;-62.0;9.63;0.01;Negativno;Ne
5113;7.9;-64.4;8.35;0.08;Negativno;Ne
5114;6.6;-59.0;8.09;0.18;Negativno;Ne
5115;0.5;-81.7;3.53;0.2;Negativno;Ne
5116;3.5;-47.4;4.57;1.0;Negativno;Ne
5117;1.3;-47.6;6.86;1.61;Negativno;Ne
5118;16.8;-58.9;3.07;0.13;Negativno;Ne
5119;0.5;-52.8;3.92;0.1;Negativno;Ne
5120;1.2;-52.6;11.73;0.26;Negativno;Ne
5121;3.8;-53.2;8.69;0.12;Negativno;Ne
5122;6.2;-78.8;9.43;0.17;Negativno;Ne
5123;7.3;-61.1;8.52;1.36;Negativno;Ne
5124;3.2;-51.1;8.21;0.62;Negativno;Ne
5125;6.5;-52.2;8.51;0.05;Negativno;Ne
5126;1.4;-67.9;7.66;0.56;Negativno;Ne
5127;14.4;-55.4;7.74;0.77;Negativno;Ne
5128;4.1;-64.3;7.82;0.23;Negativno;Ne
5129;12.8;-57.0;7.61;0.12;Negativno;Ne
5130;3.3;-46.5;7.7;0.34;Negativno;Ne
5131;6.3;-64.7;6.5;0.12;Negativno;Ne
5132;3.6;-71.1;5.21;0.99;Negativno;Ne
5133;0.8;-60.3;5.25;0.92;Negativno;Ne
5134;4.2;-68.8;6.9;0.23;Negativno;Ne
5135;1.5;-64.6;4.95;0.56;Negativno;Ne
5136;6.2;-60.4;5.87;0.36;Negativno;Ne
5137;2.7;-69.3;6.5;0.1;Negativno;Ne
5138;7.3;-71.1;6.99;0.9;Negativno;Ne
5139;3.0;-65.9;6.66;0.1;Negativno;Ne
5140;2.9;-75.7;3.2;0.74;Negativno;Ne
5141;4.7;-57.7;6.16;1.83;Negativno;Ne
5142;1.7;-65.6;6.72;0.45;Negativno;Ne
5143;2.9;-56.8;6.78;0.63;Negativno;Ne
5144;1.8;-59.7;5.21;0.7;Negativno;Ne
5145;0.4;-53.0;7.77;0.07;Negativno;Ne
5146;1.8;-65.4;7.9;0.46;Negativno;Ne
5147;2.1;-54.3;4.95;0.32;Negativno;Ne
5148;6.0;-66.0;5.96;0.53;Negativno;Ne
5149;2.0;-66.3;6.53;0.53;Negativno;Ne
5150;4.0;-69.1;4.99;0.37;Negativno;Ne
5151;1.3;-52.2;6.49;1.07;Negativno;Ne
5152;5.7;-57.6;8.26;0.16;Negativno;Ne
5153;1.1;-58.9;10.28;0.21;Negativno;Ne
5154;3.8;-50.0;5.64;0.6;Negativno;Ne
5155;4.2;-72.4;6.55;0.09;Negativno;Ne
5156;4.9;-72.8;4.27;0.05;Negativno;Ne
5157;18.2;-48.5;7.45;0.87;Negativno;Ne
5158;10.7;-63.4;6.94;0.11;Negativno;Ne
5159;5.7;-49.6;9.2;0.13;Negativno;Ne
5160;12.9;-62.0;8.64;0.64;Negativno;Ne
5161;5.2;-69.8;9.65;0.12;Negativno;Ne
5162;0.7;-78.9;3.88;0.38;Negativno;Ne
5163;2.7;-48.7;6.48;0.56;Negativno;Ne
5164;0.2;-51.4;5.44;0.66;Negativno;Ne
5165;7.4;-66.0;7.24;0.9;Negativno;Ne
5166;1.5;-57.3;8.28;0.45;Negativno;Ne
5167;2.9;-47.6;7.54;0.04;Negativno;Ne
5168;8.4;-77.1;4.77;0.11;Negativno;Ne
5169;9.7;-58.1;7.0;0.3;Negativno;Ne
5170;13.2;-74.0;6.84;0.04;Negativno;Ne
5171;15.7;-56.8;7.79;0.53;Negativno;Ne
5172;0.6;-49.8;8.4;0.18;Negativno;Ne
5173;1.5;-66.2;5.6;0.68;Negativno;Ne
5174;4.5;-56.9;5.71;0.47;Negativno;Ne
5175;1.4;-68.2;7.16;0.27;Negativno;Ne
5176;0.0;-79.5;6.0;0.04;Negativno;Ne
5177;12.8;-52.0;5.97;0.27;Negativno;Ne
5178;3.4;-60.5;10.52;1.21;Negativno;Ne
5179;2.8;-67.1;8.65;0.35;Negativno;Ne
5180;3.9;-75.2;5.46;1.16;Negativno;Ne
5181;2.7;-37.3;3.62;0.07;Negativno;Ne
5182;2.5;-54.0;6.55;0.38;Negativno;Ne
5183;0.4;-52.8;7.4;0.58;Negativno;Ne
5184;3.1;-68.4;6.9;0.13;Negativno;Ne
5185;10.3;-65.1;9.84;0.05;Negativno;Ne
5186;1.3;-55.4;5.64;0.91;Negativno;Ne
5187;9.9;-62.9;5.56;0.28;Negativno;Ne
5188;4.9;-52.5;5.13;0.06;Negativno;Ne
5189;5.7;-55.6;3.62;0.78;Negativno;Ne
5190;3.6;-65.3;8.57;0.25;Negativno;Ne
5191;3.7;-55.4;8.09;0.55;Negativno;Ne
5192;4.0;-66.4;6.83;0.12;Negativno;Ne
5193;1.1;-53.8;7.58;0.14;Negativno;Ne
5194;2.5;-64.6;1.86;0.21;Negativno;Ne
5195;10.5;-47.0;10.99;0.25;Negativno;Ne
5196;1.7;-62.4;7.66;0.6;Negativno;Ne
5197;5.7;-80.2;2.75;0.27;Negativno;Ne
5198;0.2;-57.8;8.63;0.92;Negativno;Ne
5199;6.3;-76.4;8.82;0.33;Negativno;Ne
5200;4.2;-67.5;7.07;0.95;Negativno;Ne
5201;0.3;-76.6;8.27;0.01;Negativno;Ne
5202;0.3;-53.4;7.65;0.4;Negativno;Ne
5203;3.8;-44.2;8.39;0.33;Negativno;Ne
5204;9.0;-54.8;5.16;0.07;Negativno;Ne
5205;0.6;-68.8;4.07;0.18;Negativno;Ne
5206;3.2;-42.4;6.29;2.02;Negativno;Ne
5207;5.2;-76.2;4.2;1.05;Negativno;Ne
5208;1.2;-65.7;7.62;1.24;Negativno;Ne
5209;10.2;-54.4;9.0;0.93;Negativno;Ne
5210;2.1;-38.4;10.82;1.05;Negativno;Ne
5211;14.3;-63.6;5.21;0.19;Negativno;Ne
5212;3.2;-58.4;5.49;0.62;Negativno;Ne
5213;3.9;-48.3;9.14;0.15;Negativno;Ne
5214;1.8;-71.1;7.6;0.4;Negativno;Ne
5215;1.0;-60.0;5.61;0.17;Negativno;Ne
5216;1.6;-59.2;8.57;0.03;Negativno;Ne
5217;0.9;-56.9;5.53;0.2;Negativno;Ne
5218;1.6;-59.3;6.27;0.24;Negativno;Ne
5219;0.7;-63.4;9.67;0.14;Negativno;Ne
5220;2.9;-61.0;4.88;0.07;Negativno;Ne
5221;5.8;-65.8;11.19;1.26;Negativno;Ne
5222;1.2;-50.3;6.68;0.02;Negativno;Ne
5223;0.8;-50.9;6.92;1.0;Negativno;Ne
5224;9.8;-71.4;5.25;1.0;Negativno;Ne
5225;13.1;-51.2;3.18;1.69;Negativno;Ne
5226;5.1;-54.7;5.33;0.37;Negativno;Ne
5227;2.0;-50.3;6.16;1.62;Negativno;Ne
5228;6.6;-80.1;5.83;0.17;Negativno;Ne
5229;5.3;-60.1;8.07;0.66;Negativno;Ne
5230;0.7;-60.2;7.65;0.7;Negativno;Ne
5231;2.3;-62.7;10.62;0.34;Negativno;Ne
5232;8.8;-43.8;5.62;0.32;Negativno;Ne
5233;2.4;-72.1;8.46;0.52;Negativno;Ne
5234;0.4;-84.7;5.46;0.15;Negativno;Ne
5235;8.8;-64.3;5.87;0.04;Negativno;Ne
5236;11.8;-68.0;5.19;0.36;Negativno;Ne
5237;5.5;-42.1;11.48;0.27;Negativno;Ne
5238;2.5;-51.9;7.52;0.11;Negativno;Ne
5239;6.6;-55.5;5.84;0.55;Negativno;Ne
5240;8.7;-59.2;7.32;0.37;Negativno;Ne
5241;10.6;-58.7;7.12;0.9;Negativno;Ne
5242;11.1;-52.4;4.53;0.94;Negativno;Ne
5243;4.0;-71.9;6.6;0.01;Negativno;Ne
5244;4.5;-63.5;6.17;0.45;Negativno;Ne
5245;4.0;-60.7;6.9;0.37;Negativno;Ne
5246;2.6;-57.7;5.07;0.04;Negativno;Ne
5247;2.6;-66.9;9.69;0.53;Negativno;Ne
5248;8.2;-42.3;9.03;0.49;Negativno;Ne
5249;1.5;-53.3;4.72;0.24;Negativno;Ne
5250;2.8;-59.5;4.8;0.05;Negativno;Ne
5251;0.9;-61.3;5.23;0.38;Negativno;Ne
5252;2.3;-43.3;8.86;0.06;Negativno;Ne
5253;1.5;-76.9;6.67;0.17;Negativno;Ne
5254;11.4;-64.7;7.77;0.35;Negativno;Ne
5255;1.0;-69.5;7.59;0.09;Negativno;Ne
5256;0.9;-47.1;11.34;0.1;Negativno;Ne
5257;2.0;-35.1;9.9;0.79;Negativno;Ne
5258;0.7;-51.3;5.96;0.02;Negativno;Ne
5259;0.5;-77.6;3.58;0.67;Negativno;Ne
5260;14.5;-68.9;5.66;0.29;Negativno;Ne
5261;5.1;-56.5;6.72;0.25;Negativno;Ne
5262;1.7;-71.9;5.25;1.16;Negativno;Ne
5263;12.5;-56.8;5.2;0.28;Negativno;Ne
5264;9.2;-60.2;6.75;0.05;Negativno;Ne
5265;4.0;-44.6;3.78;0.14;Negativno;Ne
5266;8.9;-57.6;7.5;1.28;Negativno;Ne
5267;2.0;-55.9;8.61;0.02;Negativno;Ne
5268;11.8;-46.6;8.97;0.73;Negativno;Ne
5269;4.1;-60.9;5.97;0.02;Negativno;Ne
5270;6.4;-65.0;8.74;0.22;Negativno;Ne
5271;12.8;-61.2;3.89;0.33;Negativno;Ne
5272;4.6;-76.1;6.76;0.09;Negativno;Ne
5273;0.4;-51.6;5.37;0.07;Negativno;Ne
5274;8.7;-44.3;7.75;0.14;Negativno;Ne
5275;13.1;-52.9;8.06;0.71;Negativno;Ne
5276;3.5;-41.5;8.39;0.13;Negativno;Ne
5277;6.7;-53.1;7.25;0.05;Negativno;Ne
5278;5.4;-68.8;5.84;0.29;Negativno;Ne
5279;6.5;-61.5;5.29;0.39;Negativno;Ne
5280;4.1;-64.7;4.78;0.08;Negativno;Ne
5281;1.5;-58.5;4.69;0.75;Negativno;Ne
5282;0.2;-59.5;3.5;0.21;Negativno;Ne
5283;1.5;-61.7;4.4;1.03;Negativno;Ne
5284;5.9;-52.1;10.2;0.56;Negativno;Ne
5285;15.6;-60.0;7.67;0.04;Negativno;Ne
5286;1.4;-51.9;9.1;0.38;Negativno;Ne
5287;1.0;-59.6;5.21;0.82;Negativno;Ne
5288;2.2;-74.0;10.2;0.1;Negativno;Ne
5289;8.3;-57.2;7.58;0.31;Negativno;Ne
5290;5.3;-61.2;9.81;0.39;Negativno;Ne
5291;0.6;-42.7;7.48;0.78;Negativno;Ne
5292;3.1;-61.4;5.89;0.15;Negativno;Ne
5293;5.8;-63.9;9.24;0.26;Negativno;Ne
5294;24.2;-59.5;7.24;0.45;Negativno;Ne
5295;2.0;-79.2;4.92;0.71;Negativno;Ne
5296;2.1;-48.1;7.07;0.3;Negativno;Ne
5297;0.3;-65.5;8.27;0.1;Negativno;Ne
5298;2.6;-56.4;6.85;0.63;Negativno;Ne
5299;2.2;-57.8;5.85;0.12;Negativno;Ne
5300;3.0;-57.4;7.03;0.05;Negativno;Ne
5301;1.9;-40.9;3.64;0.67;Negativno;Ne
5302;3.9;-47.9;7.31;0.03;Negativno;Ne
5303;8.5;-63.8;7.03;0.28;Negativno;Ne
5304;2.1;-54.5;6.64;0.13;Negativno;Ne
5305;2.0;-45.0;1.18;0.03;Negativno;Ne
5306;2.4;-42.7;6.31;0.36;Negativno;Ne
5307;0.7;-55.2;8.95;0.03;Negativno;Ne
5308;2.3;-38.2;7.25;1.55;Negativno;Ne
5309;4.9;-61.3;8.51;0.19;Negativno;Ne
5310;3.6;-48.6;9.11;1.55;Negativno;Ne
5311;15.0;-54.0;5.63;0.05;Negativno;Ne
5312;5.7;-66.7;7.7;0.56;Negativno;Ne
5313;3.4;-60.5;6.78;0.42;Negativno;Ne
5314;3.6;-44.2;7.37;0.36;Negativno;Ne
5315;1.6;-59.4;7.62;0.55;Negativno;Ne
5316;0.4;-55.1;8.19;0.43;Negativno;Ne
5317;13.6;-72.1;8.01;0.33;Negativno;Ne
5318;1.9;-56.6;7.97;0.98;Negativno;Ne
5319;6.2;-58.5;9.11;0.16;Negativno;Ne
5320;9.4;-50.6;7.47;0.55;Negativno;Ne
5321;0.0;-62.6;4.85;0.61;Negativno;Ne
5322;18.1;-60.7;8.33;0.8;Negativno;Ne
5323;2.7;-53.1;7.34;0.17;Negativno;Ne
5324;2.6;-68.4;8.81;1.17;Negativno;Ne
5325;9.8;-71.0;7.5;1.69;Negativno;Ne
5326;1.9;-75.2;3.53;0.11;Negativno;Ne
5327;0.5;-51.7;1.42;0.16;Negativno;Ne
5328;5.7;-56.8;3.3;0.34;Negativno;Ne
5329;3.0;-47.7;8.42;0.31;Negativno;Ne
5330;10.5;-60.7;7.94;0.02;Negativno;Ne
5331;1.9;-69.1;5.04;1.45;Negativno;Ne
5332;7.9;-72.1;7.33;0.19;Negativno;Ne
5333;0.0;-70.5;7.77;0.4;Negativno;Ne
5334;16.9;-76.2;4.81;0.48;Negativno;Ne
5335;10.6;-78.3;1.91;0.77;Negativno;Ne
5336;0.8;-63.9;7.59;0.41;Negativno;Ne
5337;3.6;-57.5;2.7;0.28;Negativno;Ne
5338;10.0;-60.9;6.71;0.3;Negativno;Ne
5339;0.2;-51.3;7.72;0.55;Negativno;Ne
5340;4.3;-68.8;6.41;0.17;Negativno;Ne
5341;2.7;-67.3;5.64;0.02;Negativno;Ne
5342;4.0;-60.3;5.11;0.76;Negativno;Ne
5343;5.6;-54.5;7.5;0.55;Negativno;Ne
5344;3.8;-50.5;7.42;0.43;Negativno;Ne
5345;9.3;-70.5;8.38;1.85;Negativno;Ne
5346;0.8;-61.6;6.46;0.83;Negativno;Ne
5347;1.3;-56.0;7.83;0.42;Negativno;Ne
5348;1.0;-45.1;6.38;0.4;Negativno;Ne
5349;7.7;-50.9;11.32;0.8;Negativno;Ne
5350;4.7;-52.0;8.07;0.13;Negativno;Ne
5351;0.1;-62.5;6.41;1.66;Negativno;Ne
5352;18.6;-71.7;10.93;0.83;Negativno;Ne
5353;5.6;-64.5;9.77;0.09;Negativno;Ne
5354;1.0;-50.1;8.59;1.78;Negativno;Ne
5355;0.4;-37.6;7.64;2.21;Negativno;Ne
5356;8.0;-59.9;9.64;0.54;Negativno;Ne
5357;0.2;-57.1;7.24;0.47;Negativno;Ne
5358;4.6;-54.4;6.7;0.25;Negativno;Ne
5359;1.8;-55.9;7.33;1.63;Negativno;Ne
5360;8.4;-64.4;7.39;0.6;Negativno;Ne
5361;8.4;-57.9;8.75;0.82;Negativno;Ne
5362;1.4;-63.2;9.71;0.89;Negativno;Ne
5363;14.4;-51.9;5.95;1.1;Negativno;Ne
5364;2.7;-56.4;6.21;0.59;Negativno;Ne
5365;3.1;-62.7;6.98;0.11;Negativno;Ne
5366;2.0;-44.3;4.67;1.03;Negativno;Ne
5367;25.7;-52.0;2.02;0.12;Negativno;Ne
5368;1.9;-58.1;11.67;0.21;Negativno;Ne
5369;11.0;-71.6;5.66;0.59;Negativno;Ne
5370;1.6;-68.6;7.37;0.21;Negativno;Ne
5371;2.4;-36.4;5.63;0.56;Negativno;Ne
5372;0.3;-68.7;6.97;0.29;Negativno;Ne
5373;1.9;-68.0;7.46;0.96;Negativno;Ne
5374;3.7;-51.8;6.84;0.07;Negativno;Ne
5375;5.5;-77.9;6.52;0.25;Negativno;Ne
5376;3.3;-76.0;7.4;0.12;Negativno;Ne
5377;2.3;-57.6;7.89;1.29;Pozitivno;Ne
5378;1.8;-60.8;5.77;0.46;Negativno;Ne
5379;2.7;-59.1;8.79;0.12;Negativno;Ne
5380;2.4;-58.8;7.49;0.05;Negativno;Ne
5381;1.5;-51.0;8.28;0.01;Negativno;Ne
5382;2.6;-49.3;4.93;1.58;Negativno;Ne
5383;8.8;-63.1;8.29;0.86;Negativno;Ne
5384;1.0;-54.3;6.26;0.28;Negativno;Ne
5385;0.4;-71.0;5.42;0.81;Negativno;Ne
5386;9.8;-41.4;7.37;0.53;Negativno;Ne
5387;1.3;-66.5;4.87;0.01;Negativno;Ne
5388;13.3;-59.8;5.75;0.16;Negativno;Ne
5389;8.7;-52.7;7.31;1.42;Negativno;Ne
5390;7.6;-71.1;4.99;0.15;Negativno;Ne
5391;1.6;-56.0;11.99;0.21;Negativno;Ne
5392;11.4;-53.6;7.92;0.58;Negativno;Ne
5393;3.5;-82.0;6.79;0.59;Negativno;Ne
5394;1.3;-72.3;7.96;0.05;Negativno;Ne
5395;3.6;-50.6;9.72;0.4;Negativno;Ne
5396;0.3;-74.8;8.64;0.74;Negativno;Ne
5397;2.5;-61.0;9.07;0.11;Negativno;Ne
5398;5.9;-48.2;5.25;1.28;Negativno;Ne
5399;25.2;-79.5;6.88;1.13;Negativno;Ne
5400;9.8;-54.2;8.22;0.62;Negativno;Ne
5401;3.2;-56.2;6.3;0.52;Negativno;Ne
5402;3.3;-61.7;8.83;0.58;Negativno;Ne
5403;0.9;-51.1;7.18;0.31;Negativno;Ne
5404;3.0;-45.9;4.62;0.19;Negativno;Ne
5405;14.9;-53.9;9.09;0.03;Negativno;Ne
5406;5.2;-53.3;6.57;0.49;Negativno;Ne
5407;2.3;-68.1;6.01;3.09;Negativno;Ne
5408;6.7;-46.7;8.47;0.54;Negativno;Ne
5409;5.1;-52.4;6.92;0.03;Negativno;Ne
5410;1.5;-56.5;8.65;0.39;Negativno;Ne
5411;4.2;-64.4;8.32;2.25;Negativno;Ne
5412;1.2;-67.3;6.07;0.09;Negativno;Ne
5413;6.1;-84.9;10.82;0.5;Negativno;Ne
5414;4.2;-61.1;8.49;0.29;Negativno;Ne
5415;3.9;-51.3;7.42;1.0;Negativno;Ne
5416;2.9;-62.6;7.32;0.72;Negativno;Ne
5417;0.8;-65.6;7.42;0.47;Negativno;Ne
5418;0.9;-57.6;5.78;0.01;Negativno;Ne
5419;0.6;-60.7;7.16;0.05;Negativno;Ne
5420;3.8;-65.6;8.62;0.71;Negativno;Ne
5421;5.7;-71.1;8.31;0.26;Negativno;Ne
5422;1.9;-66.6;7.93;0.02;Negativno;Ne
5423;0.2;-71.3;6.32;0.51;Negativno;Ne
5424;7.1;-68.2;8.43;1.09;Negativno;Ne
5425;6.4;-68.2;6.55;0.39;Negativno;Ne
5426;4.7;-48.7;3.92;0.08;Negativno;Ne
5427;3.1;-73.3;8.98;1.0;Negativno;Ne
